Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
1,220,-42,158,132,-467,4000,4000,-2906
1,361,-20,1379,223,440,758,4000,-3319
1,253,8,1891,177,1598,-2965,4000,-3791
1,21,159,1574,252,2516,-4000,4000,-4000
1,422,256,897,215,3619,-3596,4000,-4000
1,501,160,1062,177,4000,-875,4000,-4000
1,436,103,923,211,4000,3072,4000,-4000
1,334,145,-143,272,4000,4000,4000,-1501
1,81,110,-668,244,4000,4000,4000,1768
1,-45,94,-1191,189,3949,4000,4000,4000
1,-272,42,-1612,206,3008,4000,4000,4000
1,-224,-1,-2253,189,1539,4000,4000,4000
1,-187,-8,-1933,207,1004,4000,4000,4000
1,-86,-2,-1671,240,51,4000,2321,4000
1,-70,21,-2192,250,-535,4000,-1071,3079
1,-20,-1,-2103,183,2290,4000,-4000,1460
1,107,7,-2578,114,4000,4000,-4000,373
1,104,33,-2528,128,4000,4000,-4000,-210
1,101,28,-1879,40,4000,4000,-4000,-597
1,1,51,-1451,-129,4000,4000,-4000,-940
1,-26,62,-976,-116,4000,4000,-4000,-1143
1,-81,47,-753,-87,4000,4000,-4000,-671
1,-82,26,-312,-123,4000,4000,-4000,1771
1,-71,-16,-190,-76,4000,4000,-4000,4000
1,-87,-55,-93,-4,4000,4000,-4000,4000
1,-84,-70,203,15,4000,4000,-4000,4000
1,-58,-122,461,59,4000,4000,730,4000
1,-18,-220,889,128,4000,4000,4000,4000
1,39,-259,1021,104,4000,4000,4000,4000
1,90,-225,1150,22,4000,4000,4000,4000
1,86,-194,1184,-22,4000,4000,4000,4000
1,36,-243,1347,-12,4000,2319,4000,4000
1,-9,-284,1574,-46,4000,1144,4000,-4000
1,-14,-326,1375,-104,4000,4000,4000,-4000
1,-141,-310,1053,-120,4000,4000,1670,-4000
1,-171,-284,793,-146,4000,2426,-1458,-4000
1,-201,-301,628,-169,4000,-824,-3652,-4000
1,-193,-275,288,-126,4000,-4000,-4000,-4000
1,-116,-266,138,-114,4000,-4000,-4000,-4000
1,-118,-164,158,-157,4000,-4000,-4000,-4000
1,-79,-87,223,-141,4000,-4000,-4000,-4000
1,-52,-85,377,-120,4000,-4000,-4000,-3439
1,-44,-22,408,-120,1276,-4000,-4000,2437
1,-70,-7,312,-192,-4000,-4000,-4000,4000
1,-70,21,171,-221,-4000,-4000,-4000,4000
1,-79,-10,187,-212,-4000,-4000,-4000,4000
1,-90,-50,193,-231,-4000,-4000,-4000,4000
1,-91,-66,198,-188,-4000,-4000,-4000,4000
1,-89,-38,71,-155,-4000,-4000,-4000,4000
1,-86,37,-51,-118,-4000,-4000,-4000,4000
1,-96,66,10,-68,-4000,-4000,1158,4000
1,-69,84,31,-34,-2822,-4000,4000,4000
1,-44,101,89,-48,1082,-4000,4000,4000
1,-55,184,116,-37,4000,-4000,4000,4000
1,-62,252,33,-113,4000,-4000,4000,4000
1,-37,244,-24,-183,4000,-4000,4000,4000
1,-11,237,9,-162,4000,-4000,4000,4000
1,6,186,-42,-98,4000,-4000,4000,4000
1,17,111,-120,119,3527,-4000,4000,4000
1,14,37,-84,207,3340,-4000,4000,3586
1,39,-60,59,125,4000,-4000,4000,1513
1,23,-70,229,62,2622,-4000,4000,-319
1,-43,-106,373,9,-2578,-4000,4000,-1318
1,-56,-84,439,-35,-4000,-2107,4000,-1803
1,-33,-83,395,19,-4000,-586,4000,-1803
1,-17,-86,400,83,-4000,-1383,4000,-1446
1,7,48,349,20,3468,-2599,4000,-744
1,40,87,252,-79,3851,-2218,4000,259
1,32,48,382,-200,-913,772,4000,1272
1,5,0,793,-128,-17,4000,4000,2551
1,-20,23,621,37,-1445,4000,4000,3939
1,-36,71,59,141,-4000,4000,4000,4000
1,-13,87,-473,1,-4000,4000,4000,4000
1,4,103,-843,-164,-4000,4000,4000,4000
1,17,134,-969,-94,-4000,4000,4000,4000
1,3,167,-1106,-29,-4000,4000,4000,4000
1,0,152,-898,80,-4000,4000,4000,4000
1,52,167,-746,85,-4000,4000,4000,4000
1,62,174,-383,15,-4000,3212,3494,4000
1,54,139,-116,-50,-4000,-208,1538,4000
1,35,51,-308,-75,-4000,-2074,547,4000
1,5,17,-320,-62,-4000,-840,-1136,4000
1,-43,-12,-109,-28,-4000,419,-3263,4000
1,-79,43,6,-7,-4000,1264,-4000,3604
1,-77,67,31,-19,-4000,380,-4000,2111
1,-64,28,253,-38,-4000,-2853,-4000,614
1,-67,56,203,-30,-4000,-4000,-4000,-1339
1,-39,-44,175,14,-2736,-4000,-4000,-2906
1,-10,-57,179,31,-4000,-4000,-4000,-3905
1,-20,6,231,44,-4000,-4000,-4000,-4000
1,10,63,163,-39,-4000,-4000,-4000,-4000
1,59,227,-45,-82,-4000,-4000,-4000,-4000
1,62,244,-13,-71,-3107,-4000,-4000,-4000
1,4,189,129,-13,3932,254,-4000,-4000
1,-61,195,331,55,4000,3807,-4000,-4000
1,-104,103,369,47,4000,3556,-4000,-4000
1,-123,75,253,98,4000,376,-4000,-4000
1,-45,58,107,142,4000,-3260,-4000,-4000
1,-18,16,-14,67,4000,-4000,-4000,-4000
1,-58,-68,114,-67,4000,-4000,-4000,-4000
1,-67,-111,659,-120,4000,-4000,-4000,-4000
1,-39,-176,671,-94,4000,-4000,-4000,-4000
1,-71,-284,113,-33,4000,-4000,-4000,-4000
1,-79,-226,-42,-40,4000,-4000,-4000,-4000
1,-43,-38,-210,-23,4000,-4000,-4000,-4000
1,-44,72,-610,0,4000,-4000,-4000,-4000
1,-9,-241,-843,-31,4000,-4000,-4000,-4000
1,27,-491,-890,-10,4000,-4000,-4000,-4000
1,15,-584,-905,24,4000,-4000,-4000,-4000
1,61,-545,-932,52,4000,-4000,-4000,-4000
1,26,-345,-881,15,4000,-4000,-4000,-4000
1,-4,-117,-369,27,4000,-4000,-4000,-4000
1,45,41,324,54,4000,-4000,-3753,-4000
1,3,-109,439,41,4000,-4000,-3082,-4000
1,-22,31,223,32,3297,-4000,-2483,-4000
1,-76,225,38,8,988,-4000,-1649,-4000
1,-50,225,97,50,-1831,-1712,-1332,-3740
1,55,126,193,122,-3172,299,-590,-3191
1,79,-58,36,223,-4000,2125,-52,-3048
1,62,-112,-139,345,-4000,3686,505,-3137
1,17,-191,-224,328,-4000,4000,1013,-3333
1,13,-259,-243,190,-4000,4000,899,-2800
1,-23,-86,-194,133,-4000,4000,942,-1860
1,-15,282,-131,20,-4000,4000,1397,-2046
1,188,567,1299,-718,-4000,4000,889,8
1,166,422,996,-472,-4000,4000,1379,1509
1,100,217,265,-72,-4000,4000,1931,2437
1,54,164,-182,158,-4000,4000,1734,2160
1,15,138,-584,228,-4000,4000,1723,2042
1,-99,102,-145,171,-4000,4000,2171,1175
1,-120,72,874,209,-4000,4000,2491,94
1,-127,-16,1249,178,-4000,4000,2387,-1664
1,-123,-56,1163,124,-3638,4000,2164,-2973
1,-90,-44,1473,76,-1583,4000,1158,-1735
1,-81,-120,793,-7,526,4000,889,-195
1,-77,-152,-143,-25,2699,4000,180,1728
1,-100,-174,-241,-42,4000,4000,-487,1403
1,-110,-213,-662,-67,4000,4000,225,-940
1,-136,-273,-1290,-56,2941,4000,795,-1797
1,-78,-272,-1760,-37,1580,4000,1585,-1501
1,-6,-216,-1850,-14,652,4000,1864,-1761
1,27,-33,-1687,63,534,4000,2322,-4000
1,66,103,-1367,141,367,4000,2907,-4000
1,60,9,-1065,228,-250,4000,2582,-3384
1,34,-41,-632,242,-1593,4000,2118,-1363
1,-16,-122,-164,104,-3433,4000,1399,-362
1,-51,-128,76,50,-4000,4000,962,91
1,-32,22,297,55,-4000,4000,900,238
1,41,201,433,-49,-4000,4000,1129,426
1,65,334,488,-45,-4000,4000,2086,46
1,74,477,504,-114,-4000,4000,2777,-207
1,85,407,510,-299,-4000,4000,2948,594
1,104,155,451,-246,-4000,-3052,3086,1185
1,139,-29,510,4,-4000,-4000,2749,646
1,97,-181,533,195,-4000,-4000,1931,373
1,110,-171,510,199,-3669,-4000,1247,686
1,78,-261,475,171,-1223,-4000,1092,1325
1,-66,-413,402,91,1930,-4000,948,2222
1,-155,-505,343,-60,4000,-4000,889,2691
1,-163,-440,248,-101,4000,-4000,1418,3161
1,-141,-232,252,-70,4000,-4000,1788,3422
1,-100,-55,250,43,4000,-4000,1866,3682
1,-28,224,214,161,4000,-4000,1866,3654
1,24,282,134,134,4000,-4000,2118,3462
1,70,146,77,48,4000,-4000,2357,3334
1,98,-84,-29,40,4000,-4000,2452,3079
1,161,-230,-287,85,4000,-4000,2777,2770
1,123,-137,-365,59,4000,-4000,2823,2023
1,48,-282,-231,-2,4000,-4000,2358,1399
1,49,-401,252,-90,4000,-4000,1475,1071
1,-71,-486,663,-138,4000,-4000,297,1185
1,-104,-572,533,74,4000,-4000,-969,817
1,-45,-530,632,199,4000,-4000,-1814,385
1,6,-609,642,-18,4000,-2998,-2549,474
1,-43,-465,697,-300,4000,-792,-3247,424
1,-134,38,841,-414,4000,766,-3790,201
1,-34,435,622,-350,4000,2060,-4000,-148
1,-130,-14,-1293,-686,4000,4000,-4000,-1384
1,-205,-486,-1488,-263,4000,4000,-4000,-1404
1,-122,-373,-1581,-24,4000,4000,-4000,-882
1,-25,-1,-1679,50,4000,4000,-4000,-184
1,-3,217,-1201,-48,4000,4000,-4000,334
1,44,552,-840,123,4000,4000,-4000,417
1,90,607,19,276,-4000,4000,-4000,-1309
1,-33,511,150,440,-4000,4000,-4000,-2254
1,-36,525,374,533,-4000,4000,-4000,-2710
1,42,536,328,394,-4000,4000,-4000,-2069
1,113,477,337,264,-4000,4000,-4000,-1274
1,81,428,361,-69,-4000,4000,-4000,-450
1,46,300,410,-745,-4000,4000,-2804,466
1,10,-5,120,-784,-4000,4000,1148,556
1,-32,-93,152,-690,2,4000,1644,491
1,-61,-85,136,-379,127,4000,1972,385
1,-98,-78,65,163,-327,4000,2646,178
1,-128,-146,-71,558,235,4000,3298,304
1,146,-530,434,496,220,4000,4000,1476
1,-55,-103,-194,-757,-4000,4000,1866,14
1,-77,-133,-376,-576,-4000,4000,1526,-190
1,-45,-82,-507,459,-4000,4000,1149,-400
1,59,-15,-211,705,-4000,2084,276,-362
1,-34,92,-26,364,-4000,997,593,-190
1,-132,152,-72,219,-4000,-203,1050,-160
1,-162,300,-43,76,-4000,-1373,1381,-168
1,-161,363,-154,-119,1482,-2543,1801,-419
1,-147,317,-281,-110,4000,-3829,2256,-658
1,-119,287,-337,-97,4000,-4000,2423,-610
1,7,134,-317,-160,4000,-4000,1801,-805
1,64,40,-151,-192,4000,-4000,1158,-1131
1,126,-142,129,-151,4000,-4000,-6,-1236
1,226,-287,642,-155,4000,-4000,-1461,-1034
1,256,-374,742,-240,4000,-4000,-1895,-597
1,149,-578,431,-251,4000,-4000,-2028,-232
1,-11,-486,144,-271,4000,-4000,-1592,107
1,-27,-288,-501,-271,1091,-4000,-564,448
1,-59,-146,-383,-173,-4000,-4000,267,548
1,-67,-11,492,-116,-4000,-4000,421,426
1,-34,35,402,-90,-4000,-4000,-79,355
1,-29,92,484,-54,-4000,-4000,-1950,499
1,-35,87,566,6,-4000,-4000,-4000,652
1,-62,103,710,27,-4000,-4000,-4000,707
1,-53,99,2030,-95,-4000,-4000,-4000,960
1,-64,167,2551,-144,-4000,-4000,-4000,1207
1,-68,215,1212,-147,-4000,-4000,-4000,1313
1,-22,136,-44,-54,-4000,-4000,-1256,1496
1,17,184,-125,146,-4000,-4000,1839,1533
1,68,290,256,95,-4000,-4000,4000,1598
1,79,269,-441,8,4000,-4000,4000,1915
1,74,213,-1784,77,4000,-4000,4000,1988
1,109,298,-1797,199,4000,-4000,4000,1989
1,40,290,-2281,248,4000,-4000,4000,1988
1,-130,259,-2265,59,4000,-4000,4000,1765
1,-221,298,-1844,-95,4000,-4000,4000,1663
1,-187,256,-1765,-20,4000,-4000,3341,1590
1,-156,127,-1061,116,4000,-4000,1605,1525
1,-70,-16,-822,150,4000,-4000,384,1372
1,73,-169,-849,102,4000,-4000,-1048,1236
1,141,-383,-509,44,4000,-4000,-2512,1272
1,161,-403,7,-51,4000,-4000,-3833,1403
1,277,-177,251,-68,4000,-4000,-4000,1654
1,605,-112,263,-28,4000,-4000,-4000,1783
1,772,-155,-123,32,4000,-4000,-4000,1639
1,668,-104,246,29,7,-4000,-4000,1272
1,342,-28,476,5,-3799,-4000,-4000,955
1,-68,18,-354,10,-4000,-4000,-4000,594
1,-344,54,-428,-27,-4000,-4000,-4000,30
1,-370,20,-269,114,-4000,-4000,-4000,-775
1,-360,21,48,177,-4000,-4000,-4000,-1583
1,-327,75,671,88,-4000,-4000,-4000,-1664
1,37,20,1704,9,-4000,-4000,-4000,-1465
1,538,-179,1368,-137,3998,-4000,-4000,-61
1,86,-39,-951,-131,4000,-4000,-4000,593
1,-756,11,-2112,-141,3399,-3635,-4000,1049
1,-1025,14,-2578,-7,-2271,-1949,-2095,935
1,-779,84,-890,-5,-4000,-647,-3379,686
1,-504,221,828,-44,-4000,628,2049,566
1,-580,269,1965,-169,-4000,1598,4000,-52
1,-556,145,1965,-564,-4000,2320,4000,-452
1,-518,347,2327,-493,-4000,4000,4000,-370
1,-641,282,2093,-127,-860,4000,4000,-230
1,-566,55,671,107,1474,4000,4000,94
1,-250,-68,-746,174,3790,4000,4000,609
1,109,-12,-1475,150,4000,4000,4000,1012
1,477,-117,-2253,231,4000,4000,4000,1663
1,1305,-300,-1367,207,2451,4000,4000,2249
1,1093,-220,-697,254,2188,4000,4000,2225
1,733,-225,-259,228,1800,4000,4000,2182
1,465,-151,-251,329,4000,4000,4000,2816
1,142,-11,152,296,4000,4000,4000,2575
1,3,34,516,258,4000,4000,4000,1525
1,-270,74,736,248,4000,4000,4000,1076
1,-637,117,1473,-6,4000,4000,4000,241
1,-1129,114,2811,-267,-1333,4000,4000,-983
1,-1300,93,-1166,-61,4000,4000,-4000,4000
1,-1039,136,-2086,-186,-4000,4000,-4000,4000
1,-312,160,-1488,-98,-3148,4000,-4000,3666
1,920,236,-194,-137,4000,4000,-4000,1924
1,1051,225,-689,-133,4000,4000,-4000,1384
1,963,159,-1451,79,4000,4000,-4000,1111
1,1181,23,-2383,272,4000,4000,-4000,357
1,733,-164,-1085,-167,4000,3591,4000,-594
1,94,-261,2718,-281,4000,2503,4000,-297
1,668,-218,2412,130,4000,-851,4000,-2377
1,204,-161,217,223,4000,-1737,1644,-3414
1,-20,68,-2341,-49,4000,-2160,-2394,-4000
1,90,75,-2784,-255,4000,-2054,-3916,-4000
1,-804,217,-2155,-365,4000,-1717,-4000,-4000
1,-1176,-126,-133,-401,4000,-1949,-4000,-4000
1,-979,-261,915,-186,4000,-2531,-4000,-4000
1,-641,-591,2160,-69,4000,-3504,-4000,-4000
1,465,-110,-2643,174,-4000,-745,-4000,-2580
1,619,239,-1622,92,-4000,-4000,-4000,-1660
1,625,227,-597,-137,-4000,-4000,-4000,-919
1,174,262,89,-244,-4000,-4000,-4000,-474
1,102,599,164,-96,-4000,-4000,-4000,-132
1,-97,603,724,118,-4000,-4000,-4000,150
1,-404,419,3007,170,-4000,-4000,-4000,174
1,3,341,2811,-307,-4000,-4000,-4000,34
1,36,309,1610,-238,-4000,-4000,-4000,-5
1,44,270,-602,-134,-4000,-4000,-4000,-24
1,-141,256,-1743,95,-4000,-4000,-3455,-34
1,-142,297,-1748,124,-4000,-4000,-1382,37
1,-164,325,-1227,56,-4000,-3059,1072,17
1,-310,420,1293,243,-3799,1451,3673,70
1,-351,494,2940,263,-1422,4000,4000,304
1,-546,387,2940,390,1590,4000,4000,491
1,-305,359,1509,655,4000,4000,4000,499
1,132,239,476,655,4000,4000,4000,556
1,472,19,390,663,4000,4000,4000,707
1,838,-72,490,467,4000,4000,4000,730
1,907,-97,246,228,4000,4000,4000,794
1,1043,45,380,307,4000,4000,4000,817
1,828,122,419,310,4000,4000,4000,916
1,460,127,-616,327,4000,4000,4000,941
1,135,211,-1524,449,4000,4000,4000,853
1,-2,148,-2163,431,4000,4000,4000,960
1,-223,83,-2277,508,4000,4000,4000,1000
1,-685,83,-2538,533,4000,1850,4000,1012
1,-510,117,-2139,466,4000,-460,4000,1076
1,-159,159,-746,494,4000,-1894,4000,1076
1,-35,176,777,245,4000,-2178,4000,1045
1,12,158,2225,209,4000,-1800,4000,981
1,-36,7,2086,365,4000,-1381,4000,1012
1,-58,44,1900,423,4000,-1127,4000,994
1,106,117,1989,394,1026,-920,4000,921
1,112,86,1410,252,-3443,-428,4000,800
1,-8,186,524,264,-4000,498,4000,760
1,-80,212,-452,59,-4000,1864,4000,878
1,-272,160,-315,-244,-4000,3591,4000,927
1,-337,184,-248,-391,-4000,4000,4000,927
1,-258,250,-67,-348,-4000,4000,4000,981
1,-244,321,677,-198,-4000,4000,4000,1026
1,-136,266,724,-493,-4000,4000,4000,1091
1,-60,149,246,-760,-4000,4000,4000,1132
1,-153,-23,-101,-743,-4000,4000,4000,1199
1,-158,-373,-690,-698,-4000,4000,4000,1258
1,17,-557,-1321,-449,-1198,4000,4000,1216
1,262,-553,-840,-370,-500,4000,4000,1207
1,308,-452,-401,-387,-4000,4000,4000,1325
1,211,-232,-74,-505,-4000,4000,4000,1716
1,188,-188,272,-523,-4000,4000,4000,2054
1,139,-192,332,-226,-4000,4000,4000,1977
1,142,-173,280,-147,-4000,4000,4000,1584
1,102,-207,-84,-67,-4000,4000,4000,1138
1,131,-134,349,-55,-4000,4000,-3863,680
1,141,-130,1279,-145,-4000,4000,-4000,159
1,134,-110,1538,-130,-4000,4000,-4000,-370
1,176,8,899,-188,-4000,4000,-4000,-793
1,117,-16,145,-251,-4000,4000,-4000,-846
1,68,-12,-609,-281,-4000,4000,-4000,-885
1,31,-76,-1367,-263,-4000,2084,-4000,-793
1,-10,-139,-1524,-338,-4000,-311,-4000,-244
1,-54,-148,-1606,-385,-4000,-2481,-4000,-2
1,-59,-194,-1286,-332,-4000,-4000,-4000,-386
1,-78,-109,-690,-354,-4000,-4000,-4000,-846
1,-170,-79,69,-347,-4000,-4000,-4000,-1121
1,-174,-70,425,-310,-4000,-4000,-4000,-1115
1,-141,-88,214,-279,-4000,-4000,-4000,-1192
1,-131,-94,20,-200,-4000,-4000,-4000,-1624
1,-136,-60,-310,-109,-4000,-4000,-3379,-1664
1,-186,-60,-305,-71,-2354,-4000,3938,-1664
1,-119,-48,28,-36,863,-4000,4000,-2016
1,-67,-82,280,-72,4000,-4000,4000,-2362
1,-90,-118,280,-136,4000,-4000,4000,-2385
1,-25,-146,179,-193,4000,-4000,4000,-2116
1,-51,-114,189,-128,4000,-4000,2558,-2254
1,-116,-47,217,60,4000,-4000,-660,-1970
1,-134,-50,93,91,4000,-4000,-3051,-1245
1,-140,-89,-192,32,4000,-4000,-4000,-753
1,-85,-93,-239,32,4000,-4000,-4000,-419
1,-73,-109,-202,-85,4000,-4000,-4000,-329
1,-31,-87,-208,-253,4000,-4000,-4000,-205
1,41,-69,-71,-328,4000,-4000,-4000,96
1,26,-22,44,-293,4000,-4000,-4000,434
1,119,-1,123,-104,4000,-4000,-4000,938
1,210,-34,142,-54,4000,-4000,-4000,1476
1,121,-33,265,-136,4000,-4000,-4000,2051
1,-9,-88,299,-217,4000,-4000,-4000,2575
1,-130,-39,166,-238,4000,-4000,-4000,2888
1,-233,-21,83,-198,4000,-4000,-4000,2640
1,-242,0,-11,-20,4000,-4000,-4000,2314
1,-207,46,28,227,4000,-2335,-4000,2369
1,-187,17,164,298,4000,-466,-4000,2300
1,-91,15,284,245,4000,-224,-4000,2313
1,-40,-8,318,219,4000,-1688,-4000,2575
1,-20,-3,256,258,4000,-4000,-4000,2498
1,6,-38,89,185,4000,-4000,-4000,1893
1,11,-47,-127,199,-1108,-4000,-4000,1513
1,48,-72,-184,69,-4000,-4000,3689,1509
1,82,-71,-121,131,-4000,-1642,4000,1598
1,134,12,-34,598,-4000,-1656,4000,1374
1,-86,128,-243,614,-1658,1157,4000,208
1,-81,95,-434,246,-2277,2824,4000,800
1,-61,94,-454,-515,-3443,2097,4000,1185
1,124,-187,-438,-196,1156,1344,-4000,890
1,73,-36,-403,110,4000,959,-4000,45
1,4,24,-161,240,4000,384,-4000,-931
1,20,-10,186,272,4000,573,-4000,-1339
1,60,-65,467,183,4000,-33,-4000,-1438
1,10,-114,557,80,4000,-128,-4000,-1339
1,5,-95,293,-381,-318,-964,-4000,-626
1,-49,-80,45,-511,-4000,-773,-4000,-270
1,-3,-114,-3,9,-4000,139,-4000,-94
1,-86,309,-497,494,-4000,4000,-4000,238
1,-349,243,-517,-311,-4000,2946,-4000,-400
1,-368,152,-491,-754,-4000,-460,-4000,-2069
1,-78,111,-306,-381,-4000,-2597,-4000,-2881
1,-431,144,115,-538,-1186,4000,4000,-3414
1,96,103,322,-151,-3054,-875,4000,-1000
1,60,136,594,305,-3718,-1656,4000,-657
1,379,26,-153,624,1612,-4000,4000,1924
1,314,6,-216,139,3527,-1800,4000,1924
1,212,-60,-204,238,4000,50,4000,1818
1,182,-143,-339,598,2759,3353,4000,707
1,274,-161,-255,244,928,3980,4000,174
1,566,-118,-247,-167,-1072,2621,4000,31
1,648,-43,-154,-332,-1658,-1800,4000,-388
1,182,-8,-133,-302,-468,-4000,4000,-464
1,-148,30,-171,-558,1026,-4000,3294,-740
1,-441,64,-144,-90,1900,-4000,1453,-807
1,-649,-32,-26,139,3297,-1587,-465,-1049
1,-779,19,24,-155,3836,-1522,-1918,-1083
1,-909,50,-46,-347,3790,-499,-3386,-1270
1,-893,-31,-150,-99,3672,518,-4000,-1296
1,-844,-55,-125,264,2686,-342,-4000,-1274
1,-771,-108,-84,345,2443,-373,-4000,-1143
1,-674,-72,-79,221,2125,281,-4000,-793
1,-500,-36,-108,153,1474,1519,-4000,-577
1,-371,-83,-96,53,1547,2125,-4000,-297
1,-193,-114,-46,39,1702,2382,-4000,-127
1,38,-153,-20,-45,2117,2363,-4000,79
1,166,-158,-46,-202,2710,2060,-4000,199
1,204,-163,-68,73,3102,1722,-4000,230
1,322,-18,-74,734,3672,1242,-4000,266
1,277,-57,52,734,4000,34,-4000,1132
1,184,-131,135,100,4000,-293,-4000,1468
1,177,-162,150,21,4000,-536,-4000,1899
1,123,-203,178,496,4000,-667,-4000,2309
1,123,-173,80,118,3672,-637,-4000,2551
1,133,-133,53,-146,2960,-428,-4000,2626
1,142,-64,145,14,2308,-76,-4000,2498
1,223,-42,-98,-149,-746,455,-4000,-1339
1,-70,237,528,-102,-4000,3947,4000,-3514
1,-11,225,337,320,-3380,3788,4000,-3724
1,97,181,-91,675,-2147,3426,4000,-3653
1,145,217,-595,189,-2423,3101,4000,-3219
1,82,217,-1093,251,-2757,2881,4000,-2283
1,32,225,-632,221,-3185,2491,4000,-1269
1,71,216,331,185,-3966,2047,4000,-37
1,25,160,1247,337,-4000,1397,4000,1142
1,-9,137,1900,150,-4000,693,4000,2380
1,-58,101,1630,158,-4000,223,4000,3666
1,-146,53,1299,81,-3638,-289,4000,4000
1,-143,-82,830,102,-2757,-824,2191,4000
1,-170,-160,183,23,-1650,-1262,-1877,4000
1,-153,-144,-316,23,-775,-1656,-2536,4000
1,-176,-177,-1172,107,-245,-1997,-1949,4000
1,-254,-224,-1353,195,-62,-2286,-1657,4000
1,-319,-325,-1231,329,-28,-2447,-2388,2422
1,-392,-395,-1166,358,169,-2338,-4000,916
1,-337,-398,-567,305,468,-2221,-4000,-492
1,-223,-402,113,207,497,-2392,-4000,-1708
1,-136,-366,923,264,569,-2386,-4000,-2035
1,7,-253,1358,213,475,-2124,-4000,-1925
1,128,-169,771,24,33,-1902,-4000,-2347
1,262,-117,185,-148,-351,-1782,-4000,-3858
1,396,-70,-72,-80,-335,-1701,-4000,-4000
1,408,-37,-580,219,-68,-1010,-4000,-4000
1,399,44,-776,299,86,-92,-4000,-4000
1,389,28,202,248,-47,197,-4000,-4000
1,577,36,1257,199,-525,415,-4000,-4000
1,1106,87,801,203,-1292,750,-4000,-4000
1,1507,45,478,296,-2221,961,-4000,-3072
1,1492,43,-584,317,-3083,1258,-4000,-2211
1,979,50,-2039,323,-3754,1539,-4000,-931
1,43,51,-2086,280,-4000,1733,-4000,300
1,-553,45,-1948,195,-4000,1722,-4000,1006
1,-844,33,-1082,282,-4000,1702,-3652,1402
1,-1170,89,-507,317,-4000,1824,-3053,1924
1,-1290,131,-149,264,-4000,2034,-1582,3601
1,-1290,127,256,270,-4000,2255,-590,4000
1,-1231,160,598,199,-4000,2373,7,4000
1,-1019,282,402,276,-4000,1856,368,4000
1,-675,263,557,203,-4000,1580,366,4000
1,-223,280,345,121,-4000,1199,449,4000
1,332,245,-39,130,-4000,883,-52,4000
1,980,151,-541,177,-4000,831,-1006,4000
1,1441,189,-788,54,-4000,941,-4000,4000
1,1124,233,-487,-458,-4000,1010,-4000,4000
1,619,199,-442,-754,-4000,747,-4000,4000
1,564,144,-668,-576,-4000,202,-4000,4000
1,603,113,-881,-221,-4000,-204,-4000,4000
1,521,113,-2127,181,-4000,-552,-4000,4000
1,693,13,-1541,746,-4000,-1230,-4000,4000
1,800,20,-10,728,-4000,-1444,-4000,2510
1,1065,-10,1184,549,-4000,-1550,-4000,-200
1,1102,55,1216,241,-4000,-1685,-4000,-1656
1,739,103,1489,-19,-4000,-1698,-4000,-1529
1,798,76,2278,-379,-4000,-1682,-4000,-215
1,59,-80,2978,-564,-4000,-1330,-4000,4000
1,-223,-46,1875,-163,-2423,-1062,-4000,4000
1,-698,-112,1088,46,-661,-785,-4000,4000
1,-753,-226,325,260,-194,-859,-4000,4000
1,-675,-215,311,310,4000,-997,-4000,4000
1,-1129,-133,914,430,4000,-1396,-4000,4000
1,-801,108,-1338,194,4000,-2626,267,-1078
1,147,52,-556,162,4000,-2406,8,-4000
1,431,79,697,154,4000,-1615,1131,-4000
1,800,213,2729,121,4000,-920,2036,-4000
1,695,126,2656,85,4000,-601,4000,-4000
1,485,122,1347,10,4000,-413,4000,-4000
1,200,136,764,-126,4000,-342,4000,-4000
1,-422,40,-2672,-215,4000,-58,4000,-4000
1,1246,-357,-2737,-130,4000,2450,4000,-4000
1,-628,-497,-2436,-55,4000,2758,4000,-4000
1,-1357,-391,-1081,-46,4000,2871,4000,-4000
1,-1261,-69,2681,-225,4000,2580,4000,-4000
1,-803,-33,2356,-462,4000,2515,4000,-4000
1,-18,189,1757,-680,4000,2102,4000,-4000
1,513,452,1538,-776,4000,2060,4000,-4000
1,-243,217,1550,-724,4000,1734,-2572,4000
1,161,102,1900,-603,638,2230,-4000,4000
1,725,103,2198,-589,-4000,2904,-4000,4000
1,603,-162,2030,-719,-4000,3751,-4000,4000
1,631,-107,-1231,-670,-4000,4000,-4000,4000
1,759,-280,-1492,-515,-4000,4000,-3705,4000
1,994,-247,-1166,-679,-4000,4000,-327,4000
1,1441,-323,-595,-637,-4000,4000,4000,4000
1,1482,-112,-514,-586,-4000,4000,4000,4000
1,895,17,-88,-476,-4000,3472,4000,4000
1,16,328,442,-277,-4000,1344,4000,4000
1,100,594,671,-30,-4000,616,4000,4000
1,595,595,852,257,-4000,92,4000,4000
1,141,550,827,209,-4000,152,2777,4000
1,-846,435,606,99,-4000,716,919,4000
1,-858,178,119,56,-4000,611,-1197,4000
1,-740,-142,533,80,-4000,209,-2075,4000
1,-844,-379,2225,105,-4000,-875,-1915,4000
1,-1416,-465,-2318,533,-4000,-3470,-2388,4000
1,-488,-118,-2155,709,-3702,-4000,-863,4000
1,-1365,141,-181,459,-4000,-4000,3999,4000
1,-1370,84,-582,549,-4000,-4000,4000,4000
1,-814,171,-487,524,-4000,-4000,4000,4000
1,-776,126,-487,298,4000,-4000,3494,4000
1,-490,-7,-450,56,4000,-4000,3919,4000
